longitude,latitude,ndvi,building_density,road_density,temperature,x_index,y_index,predicted_temperature,uhi_intensity
-6.35,53.33,0.4861179974941735,0.0,0.0,18.657812210952017,0,0,17.36750616709348,0.5488908879001073
-6.348989898989899,53.33,0.1166153842300824,0.1724137931034483,0.0,17.421360341393086,1,0,18.661589895930472,1.8429746167370986
-6.347979797979797,53.33,0.6077513545974466,0.06896551724137931,0.0,16.08241559927039,2,0,17.343716758903184,0.5251014797098108
-6.346969696969697,53.33,0.6155460612243548,0.10344827586206896,0.0,18.035223034039646,3,0,16.844696680738387,0.026081401545013705
-6.345959595959596,53.33,0.22312899905707745,0.034482758620689655,0.0,15.776511352673625,4,0,18.37395674277366,1.5553414635802874
-6.3449494949494945,53.33,0.17188025195678192,0.0,0.0,17.367711162408767,5,0,18.635092777090815,1.8164774978974414
-6.343939393939394,53.33,0.6387826102848866,0.034482758620689655,0.0,17.98018159149522,6,0,17.02016397157107,0.20154869237769546
-6.342929292929292,53.33,0.32161849914635376,0.0,0.0,17.590284938523233,7,0,18.20727787664949,1.3886625974561149
-6.3419191919191915,53.33,0.2549293841896554,0.0,0.0,16.669382898249403,8,0,18.134113379104047,1.3154980999106733
-6.340909090909091,53.33,0.5577949589625294,0.0,0.0,17.372103597207214,9,0,16.85736401839928,0.03874873920590716
-6.339898989898989,53.33,0.43856622170949533,0.034482758620689655,0.0,16.070118017285356,10,0,17.792919421216894,0.9743041420235201
-6.338888888888889,53.33,0.3683290908251693,0.0,0.0,17.007170219468698,11,0,17.923219864430813,1.104604585237439
-6.337878787878788,53.33,0.6018020440504519,0.1724137931034483,0.0,15.0,12,0,17.26406871294013,0.4454534337467564
-6.336868686868686,53.33,0.7970618552494616,0.0,0.0,15.0,13,0,16.11804552407213,-0.7005697551212435
-6.335858585858586,53.33,0.3179762987168304,0.034482758620689655,0.0,17.632586648337092,14,0,18.296454986870078,1.4778397076767043
-6.334848484848485,53.33,0.6073267755944106,0.10344827586206896,0.2222222222222222,16.698091363393203,15,0,17.253354680176834,0.4347394009834602
-6.333838383838383,53.33,0.16761538952248897,0.10344827586206896,0.0,18.751006931975425,16,0,18.622158687409925,1.8035434082165516
-6.332828282828283,53.33,0.6109821992150337,0.06896551724137931,0.0,15.0,17,0,17.440211446885876,0.6215961676925019
-6.331818181818181,53.33,0.4625654207943064,0.034482758620689655,0.0,16.94058941789841,18,0,17.850263670784578,1.0316483915912045
-6.33080808080808,53.33,0.5424206819314192,0.0,0.0,17.969858808184462,19,0,16.950883682167305,0.1322684029739314
-6.32979797979798,53.33,0.5495833232806101,0.06896551724137931,0.0,19.99899158986205,20,0,17.284890426831293,0.4662751476379192
-6.328787878787878,53.33,0.5886067579995224,0.3448275862068966,0.0,15.0,21,0,16.967007788402793,0.14839250920941893
